# file...... strom/apartment_building4_power.csv
# date...... Mon Nov 16 14:33:49 2020
# user...... gregor
# host...... (null)
# group..... class=triplex_meter AND groupid=building4
# trigger... (none)
# interval.. 1800
# limit..... 0
# property.. timestamp,sum(measured_real_power)
2012-04-09 02:00:00 UTC,+413
2012-04-09 02:30:00 UTC,+325
2012-04-09 03:00:00 UTC,+395
2012-04-09 03:30:00 UTC,+180
2012-04-09 04:00:00 UTC,+237
2012-04-09 04:30:00 UTC,+224
2012-04-09 05:00:00 UTC,+226
2012-04-09 05:30:00 UTC,+277
2012-04-09 06:00:00 UTC,+147
2012-04-09 06:30:00 UTC,+330
2012-04-09 07:00:00 UTC,+772
2012-04-09 07:30:00 UTC,+567
2012-04-09 08:00:00 UTC,+758
2012-04-09 08:30:00 UTC,+562
2012-04-09 09:00:00 UTC,+609
2012-04-09 09:30:00 UTC,+558
2012-04-09 10:00:00 UTC,+527
2012-04-09 10:30:00 UTC,+440
2012-04-09 11:00:00 UTC,+372
2012-04-09 11:30:00 UTC,+502
2012-04-09 12:00:00 UTC,+399
2012-04-09 12:30:00 UTC,+535
2012-04-09 13:00:00 UTC,+419
2012-04-09 13:30:00 UTC,+647
2012-04-09 14:00:00 UTC,+2006
2012-04-09 14:30:00 UTC,+1940
2012-04-09 15:00:00 UTC,+1881
2012-04-09 15:30:00 UTC,+395
2012-04-09 16:00:00 UTC,+844
2012-04-09 16:30:00 UTC,+650
2012-04-09 17:00:00 UTC,+1063
2012-04-09 17:30:00 UTC,+733
2012-04-09 18:00:00 UTC,+663
2012-04-09 18:30:00 UTC,+667
2012-04-09 19:00:00 UTC,+786
2012-04-09 19:30:00 UTC,+667
2012-04-09 20:00:00 UTC,+609
2012-04-09 20:30:00 UTC,+586
2012-04-09 21:00:00 UTC,+787
2012-04-09 21:30:00 UTC,+946
2012-04-09 22:00:00 UTC,+502
2012-04-09 22:30:00 UTC,+610
2012-04-09 23:00:00 UTC,+467
2012-04-09 23:30:00 UTC,+214
2012-04-10 00:00:00 UTC,+235
2012-04-10 00:30:00 UTC,+185
2012-04-10 01:00:00 UTC,+196
2012-04-10 01:30:00 UTC,+205
2012-04-10 02:00:00 UTC,+230
2012-04-10 02:30:00 UTC,+277
2012-04-10 03:00:00 UTC,+218
2012-04-10 03:30:00 UTC,+203
2012-04-10 04:00:00 UTC,+211
2012-04-10 04:30:00 UTC,+161
2012-04-10 05:00:00 UTC,+275
2012-04-10 05:30:00 UTC,+334
2012-04-10 06:00:00 UTC,+259
2012-04-10 06:30:00 UTC,+495
2012-04-10 07:00:00 UTC,+302
2012-04-10 07:30:00 UTC,+588
2012-04-10 08:00:00 UTC,+524
2012-04-10 08:30:00 UTC,+838
2012-04-10 09:00:00 UTC,+463
2012-04-10 09:30:00 UTC,+587
2012-04-10 10:00:00 UTC,+280
2012-04-10 10:30:00 UTC,+379
2012-04-10 11:00:00 UTC,+328
2012-04-10 11:30:00 UTC,+364
2012-04-10 12:00:00 UTC,+551
2012-04-10 12:30:00 UTC,+600
2012-04-10 13:00:00 UTC,+488
2012-04-10 13:30:00 UTC,+577
2012-04-10 14:00:00 UTC,+599
2012-04-10 14:30:00 UTC,+574
2012-04-10 15:00:00 UTC,+519
2012-04-10 15:30:00 UTC,+839
2012-04-10 16:00:00 UTC,+1173
2012-04-10 16:30:00 UTC,+741
2012-04-10 17:00:00 UTC,+833
2012-04-10 17:30:00 UTC,+879
2012-04-10 18:00:00 UTC,+628
2012-04-10 18:30:00 UTC,+828
2012-04-10 19:00:00 UTC,+769
2012-04-10 19:30:00 UTC,+916
2012-04-10 20:00:00 UTC,+1249
2012-04-10 20:30:00 UTC,+895
2012-04-10 21:00:00 UTC,+845
2012-04-10 21:30:00 UTC,+889
2012-04-10 22:00:00 UTC,+814
2012-04-10 22:30:00 UTC,+724
2012-04-10 23:00:00 UTC,+588
2012-04-10 23:30:00 UTC,+526
2012-04-11 00:00:00 UTC,+416
2012-04-11 00:30:00 UTC,+200
2012-04-11 01:00:00 UTC,+287
2012-04-11 01:30:00 UTC,+178
2012-04-11 02:00:00 UTC,+277
2012-04-11 02:30:00 UTC,+237
2012-04-11 03:00:00 UTC,+214
2012-04-11 03:30:00 UTC,+238
2012-04-11 04:00:00 UTC,+174
2012-04-11 04:30:00 UTC,+463
2012-04-11 05:00:00 UTC,+353
2012-04-11 05:30:00 UTC,+250
2012-04-11 06:00:00 UTC,+433
2012-04-11 06:30:00 UTC,+280
2012-04-11 07:00:00 UTC,+201
2012-04-11 07:30:00 UTC,+196
2012-04-11 08:00:00 UTC,+284
2012-04-11 08:30:00 UTC,+500
2012-04-11 09:00:00 UTC,+339
2012-04-11 09:30:00 UTC,+304
2012-04-11 10:00:00 UTC,+329
2012-04-11 10:30:00 UTC,+664
2012-04-11 11:00:00 UTC,+563
2012-04-11 11:30:00 UTC,+639
2012-04-11 12:00:00 UTC,+470
2012-04-11 12:30:00 UTC,+630
2012-04-11 13:00:00 UTC,+641
2012-04-11 13:30:00 UTC,+627
2012-04-11 14:00:00 UTC,+397
2012-04-11 14:30:00 UTC,+438
2012-04-11 15:00:00 UTC,+403
2012-04-11 15:30:00 UTC,+1118
2012-04-11 16:00:00 UTC,+1131
2012-04-11 16:30:00 UTC,+614
2012-04-11 17:00:00 UTC,+672
2012-04-11 17:30:00 UTC,+829
2012-04-11 18:00:00 UTC,+897
2012-04-11 18:30:00 UTC,+723
2012-04-11 19:00:00 UTC,+601
2012-04-11 19:30:00 UTC,+749
2012-04-11 20:00:00 UTC,+715
2012-04-11 20:30:00 UTC,+978
2012-04-11 21:00:00 UTC,+871
2012-04-11 21:30:00 UTC,+771
2012-04-11 22:00:00 UTC,+795
2012-04-11 22:30:00 UTC,+765
2012-04-11 23:00:00 UTC,+496
2012-04-11 23:30:00 UTC,+244
2012-04-12 00:00:00 UTC,+212
2012-04-12 00:30:00 UTC,+187
2012-04-12 01:00:00 UTC,+225
2012-04-12 01:30:00 UTC,+176
2012-04-12 02:00:00 UTC,+270
2012-04-12 02:30:00 UTC,+204
2012-04-12 03:00:00 UTC,+267
2012-04-12 03:30:00 UTC,+211
2012-04-12 04:00:00 UTC,+194
2012-04-12 04:30:00 UTC,+229
2012-04-12 05:00:00 UTC,+178
2012-04-12 05:30:00 UTC,+263
2012-04-12 06:00:00 UTC,+311
2012-04-12 06:30:00 UTC,+440
2012-04-12 07:00:00 UTC,+293
2012-04-12 07:30:00 UTC,+616
2012-04-12 08:00:00 UTC,+417
2012-04-12 08:30:00 UTC,+672
2012-04-12 09:00:00 UTC,+657
2012-04-12 09:30:00 UTC,+764
2012-04-12 10:00:00 UTC,+441
2012-04-12 10:30:00 UTC,+496
2012-04-12 11:00:00 UTC,+719
2012-04-12 11:30:00 UTC,+267
2012-04-12 12:00:00 UTC,+400
2012-04-12 12:30:00 UTC,+653
2012-04-12 13:00:00 UTC,+493
2012-04-12 13:30:00 UTC,+482
2012-04-12 14:00:00 UTC,+655
2012-04-12 14:30:00 UTC,+421
2012-04-12 15:00:00 UTC,+363
2012-04-12 15:30:00 UTC,+592
2012-04-12 16:00:00 UTC,+595
2012-04-12 16:30:00 UTC,+857
2012-04-12 17:00:00 UTC,+509
2012-04-12 17:30:00 UTC,+632
2012-04-12 18:00:00 UTC,+699
2012-04-12 18:30:00 UTC,+639
2012-04-12 19:00:00 UTC,+757
2012-04-12 19:30:00 UTC,+714
2012-04-12 20:00:00 UTC,+731
2012-04-12 20:30:00 UTC,+752
2012-04-12 21:00:00 UTC,+757
2012-04-12 21:30:00 UTC,+802
2012-04-12 22:00:00 UTC,+690
2012-04-12 22:30:00 UTC,+368
2012-04-12 23:00:00 UTC,+627
2012-04-12 23:30:00 UTC,+1144
2012-04-13 00:00:00 UTC,+488
2012-04-13 00:30:00 UTC,+347
2012-04-13 01:00:00 UTC,+198
2012-04-13 01:30:00 UTC,+244
2012-04-13 02:00:00 UTC,+179
2012-04-13 02:30:00 UTC,+300
2012-04-13 03:00:00 UTC,+284
2012-04-13 03:30:00 UTC,+249
2012-04-13 04:00:00 UTC,+226
2012-04-13 04:30:00 UTC,+203
2012-04-13 05:00:00 UTC,+232
2012-04-13 05:30:00 UTC,+219
2012-04-13 06:00:00 UTC,+471
2012-04-13 06:30:00 UTC,+416
2012-04-13 07:00:00 UTC,+358
2012-04-13 07:30:00 UTC,+507
2012-04-13 08:00:00 UTC,+348
2012-04-13 08:30:00 UTC,+450
2012-04-13 09:00:00 UTC,+501
2012-04-13 09:30:00 UTC,+503
2012-04-13 10:00:00 UTC,+433
2012-04-13 10:30:00 UTC,+477
2012-04-13 11:00:00 UTC,+437
2012-04-13 11:30:00 UTC,+430
2012-04-13 12:00:00 UTC,+492
2012-04-13 12:30:00 UTC,+823
2012-04-13 13:00:00 UTC,+421
2012-04-13 13:30:00 UTC,+630
2012-04-13 14:00:00 UTC,+503
2012-04-13 14:30:00 UTC,+615
2012-04-13 15:00:00 UTC,+834
2012-04-13 15:30:00 UTC,+1570
2012-04-13 16:00:00 UTC,+807
2012-04-13 16:30:00 UTC,+640
2012-04-13 17:00:00 UTC,+607
2012-04-13 17:30:00 UTC,+535
2012-04-13 18:00:00 UTC,+550
2012-04-13 18:30:00 UTC,+493
2012-04-13 19:00:00 UTC,+470
2012-04-13 19:30:00 UTC,+809
2012-04-13 20:00:00 UTC,+657
2012-04-13 20:30:00 UTC,+545
2012-04-13 21:00:00 UTC,+640
2012-04-13 21:30:00 UTC,+550
2012-04-13 22:00:00 UTC,+534
2012-04-13 22:30:00 UTC,+386
2012-04-13 23:00:00 UTC,+333
2012-04-13 23:30:00 UTC,+486
2012-04-14 00:00:00 UTC,+350
2012-04-14 00:30:00 UTC,+201
2012-04-14 01:00:00 UTC,+293
2012-04-14 01:30:00 UTC,+231
2012-04-14 02:00:00 UTC,+180
2012-04-14 02:30:00 UTC,+243
2012-04-14 03:00:00 UTC,+196
2012-04-14 03:30:00 UTC,+241
2012-04-14 04:00:00 UTC,+244
2012-04-14 04:30:00 UTC,+219
2012-04-14 05:00:00 UTC,+225
2012-04-14 05:30:00 UTC,+329
2012-04-14 06:00:00 UTC,+397
2012-04-14 06:30:00 UTC,+339
2012-04-14 07:00:00 UTC,+593
2012-04-14 07:30:00 UTC,+296
2012-04-14 08:00:00 UTC,+333
2012-04-14 08:30:00 UTC,+402
2012-04-14 09:00:00 UTC,+627
2012-04-14 09:30:00 UTC,+311
2012-04-14 10:00:00 UTC,+262
2012-04-14 10:30:00 UTC,+358
2012-04-14 11:00:00 UTC,+358
2012-04-14 11:30:00 UTC,+408
2012-04-14 12:00:00 UTC,+347
2012-04-14 12:30:00 UTC,+371
2012-04-14 13:00:00 UTC,+341
2012-04-14 13:30:00 UTC,+426
2012-04-14 14:00:00 UTC,+551
2012-04-14 14:30:00 UTC,+838
2012-04-14 15:00:00 UTC,+1005
2012-04-14 15:30:00 UTC,+1776
2012-04-14 16:00:00 UTC,+1385
2012-04-14 16:30:00 UTC,+678
2012-04-14 17:00:00 UTC,+571
2012-04-14 17:30:00 UTC,+625
2012-04-14 18:00:00 UTC,+799
2012-04-14 18:30:00 UTC,+853
2012-04-14 19:00:00 UTC,+560
2012-04-14 19:30:00 UTC,+579
2012-04-14 20:00:00 UTC,+939
2012-04-14 20:30:00 UTC,+761
2012-04-14 21:00:00 UTC,+636
2012-04-14 21:30:00 UTC,+629
2012-04-14 22:00:00 UTC,+738
2012-04-14 22:30:00 UTC,+895
2012-04-14 23:00:00 UTC,+484
2012-04-14 23:30:00 UTC,+385
2012-04-15 00:00:00 UTC,+225
2012-04-15 00:30:00 UTC,+185
2012-04-15 01:00:00 UTC,+202
2012-04-15 01:30:00 UTC,+275
2012-04-15 02:00:00 UTC,+255
2012-04-15 02:30:00 UTC,+215
2012-04-15 03:00:00 UTC,+227
2012-04-15 03:30:00 UTC,+294
2012-04-15 04:00:00 UTC,+256
2012-04-15 04:30:00 UTC,+215
2012-04-15 05:00:00 UTC,+251
2012-04-15 05:30:00 UTC,+247
2012-04-15 06:00:00 UTC,+256
2012-04-15 06:30:00 UTC,+513
2012-04-15 07:00:00 UTC,+400
2012-04-15 07:30:00 UTC,+575
2012-04-15 08:00:00 UTC,+687
2012-04-15 08:30:00 UTC,+300
2012-04-15 09:00:00 UTC,+416
2012-04-15 09:30:00 UTC,+468
2012-04-15 10:00:00 UTC,+393
2012-04-15 10:30:00 UTC,+353
2012-04-15 11:00:00 UTC,+329
2012-04-15 11:30:00 UTC,+942
2012-04-15 12:00:00 UTC,+601
2012-04-15 12:30:00 UTC,+454
2012-04-15 13:00:00 UTC,+574
2012-04-15 13:30:00 UTC,+514
2012-04-15 14:00:00 UTC,+594
2012-04-15 14:30:00 UTC,+1344
2012-04-15 15:00:00 UTC,+1026
2012-04-15 15:30:00 UTC,+728
2012-04-15 16:00:00 UTC,+538
2012-04-15 16:30:00 UTC,+560
2012-04-15 17:00:00 UTC,+640
2012-04-15 17:30:00 UTC,+780
2012-04-15 18:00:00 UTC,+526
2012-04-15 18:30:00 UTC,+522
2012-04-15 19:00:00 UTC,+574
2012-04-15 19:30:00 UTC,+803
2012-04-15 20:00:00 UTC,+680
2012-04-15 20:30:00 UTC,+1354
2012-04-15 21:00:00 UTC,+1075
2012-04-15 21:30:00 UTC,+932
2012-04-15 22:00:00 UTC,+797
2012-04-15 22:30:00 UTC,+621
2012-04-15 23:00:00 UTC,+373
2012-04-15 23:30:00 UTC,+291
2012-04-16 00:00:00 UTC,+218
2012-04-16 00:30:00 UTC,+183
2012-04-16 01:00:00 UTC,+197
2012-04-16 01:30:00 UTC,+149
2012-04-16 02:00:00 UTC,+180
2012-04-16 02:30:00 UTC,+152
2012-04-16 03:00:00 UTC,+179
2012-04-16 03:30:00 UTC,+211
2012-04-16 04:00:00 UTC,+229
2012-04-16 04:30:00 UTC,+273
2012-04-16 05:00:00 UTC,+237
2012-04-16 05:30:00 UTC,+305
2012-04-16 06:00:00 UTC,+203
2012-04-16 06:30:00 UTC,+398
2012-04-16 07:00:00 UTC,+269
2012-04-16 07:30:00 UTC,+645
2012-04-16 08:00:00 UTC,+268
2012-04-16 08:30:00 UTC,+448
2012-04-16 09:00:00 UTC,+455
2012-04-16 09:30:00 UTC,+656
2012-04-16 10:00:00 UTC,+775
2012-04-16 10:30:00 UTC,+554
2012-04-16 11:00:00 UTC,+760
2012-04-16 11:30:00 UTC,+449
2012-04-16 12:00:00 UTC,+633
2012-04-16 12:30:00 UTC,+434
2012-04-16 13:00:00 UTC,+864
2012-04-16 13:30:00 UTC,+430
2012-04-16 14:00:00 UTC,+788
2012-04-16 14:30:00 UTC,+666
2012-04-16 15:00:00 UTC,+557
2012-04-16 15:30:00 UTC,+573
2012-04-16 16:00:00 UTC,+756
2012-04-16 16:30:00 UTC,+592
2012-04-16 17:00:00 UTC,+929
2012-04-16 17:30:00 UTC,+744
2012-04-16 18:00:00 UTC,+779
2012-04-16 18:30:00 UTC,+595
2012-04-16 19:00:00 UTC,+573
2012-04-16 19:30:00 UTC,+680
2012-04-16 20:00:00 UTC,+1341
2012-04-16 20:30:00 UTC,+1079
2012-04-16 21:00:00 UTC,+1009
2012-04-16 21:30:00 UTC,+746
2012-04-16 22:00:00 UTC,+638
2012-04-16 22:30:00 UTC,+429
2012-04-16 23:00:00 UTC,+327
2012-04-16 23:30:00 UTC,+288
2012-04-17 00:00:00 UTC,+184
2012-04-17 00:30:00 UTC,+244
2012-04-17 01:00:00 UTC,+250
2012-04-17 01:30:00 UTC,+241
2012-04-17 02:00:00 UTC,+247
2012-04-17 02:30:00 UTC,+228
2012-04-17 03:00:00 UTC,+204
2012-04-17 03:30:00 UTC,+164
2012-04-17 04:00:00 UTC,+255
2012-04-17 04:30:00 UTC,+200
2012-04-17 05:00:00 UTC,+259
2012-04-17 05:30:00 UTC,+216
2012-04-17 06:00:00 UTC,+247
2012-04-17 06:30:00 UTC,+541
2012-04-17 07:00:00 UTC,+465
2012-04-17 07:30:00 UTC,+726
2012-04-17 08:00:00 UTC,+618
2012-04-17 08:30:00 UTC,+670
2012-04-17 09:00:00 UTC,+665
2012-04-17 09:30:00 UTC,+577
2012-04-17 10:00:00 UTC,+463
2012-04-17 10:30:00 UTC,+553
2012-04-17 11:00:00 UTC,+469
2012-04-17 11:30:00 UTC,+397
2012-04-17 12:00:00 UTC,+538
2012-04-17 12:30:00 UTC,+841
2012-04-17 13:00:00 UTC,+592
2012-04-17 13:30:00 UTC,+501
2012-04-17 14:00:00 UTC,+613
2012-04-17 14:30:00 UTC,+636
2012-04-17 15:00:00 UTC,+816
2012-04-17 15:30:00 UTC,+657
2012-04-17 16:00:00 UTC,+1120
2012-04-17 16:30:00 UTC,+609
2012-04-17 17:00:00 UTC,+775
2012-04-17 17:30:00 UTC,+1069
2012-04-17 18:00:00 UTC,+856
2012-04-17 18:30:00 UTC,+543
2012-04-17 19:00:00 UTC,+720
2012-04-17 19:30:00 UTC,+897
2012-04-17 20:00:00 UTC,+911
2012-04-17 20:30:00 UTC,+774
2012-04-17 21:00:00 UTC,+899
2012-04-17 21:30:00 UTC,+969
2012-04-17 22:00:00 UTC,+695
2012-04-17 22:30:00 UTC,+420
2012-04-17 23:00:00 UTC,+265
2012-04-17 23:30:00 UTC,+244
2012-04-18 00:00:00 UTC,+321
2012-04-18 00:30:00 UTC,+207
2012-04-18 01:00:00 UTC,+279
2012-04-18 01:30:00 UTC,+215
2012-04-18 02:00:00 UTC,+254
2012-04-18 02:30:00 UTC,+194
2012-04-18 03:00:00 UTC,+204
2012-04-18 03:30:00 UTC,+214
2012-04-18 04:00:00 UTC,+214
2012-04-18 04:30:00 UTC,+244
2012-04-18 05:00:00 UTC,+234
2012-04-18 05:30:00 UTC,+251
2012-04-18 06:00:00 UTC,+387
2012-04-18 06:30:00 UTC,+374
2012-04-18 07:00:00 UTC,+264
2012-04-18 07:30:00 UTC,+538
2012-04-18 08:00:00 UTC,+605
2012-04-18 08:30:00 UTC,+368
2012-04-18 09:00:00 UTC,+515
2012-04-18 09:30:00 UTC,+471
2012-04-18 10:00:00 UTC,+414
2012-04-18 10:30:00 UTC,+239
2012-04-18 11:00:00 UTC,+302
2012-04-18 11:30:00 UTC,+916
2012-04-18 12:00:00 UTC,+479
2012-04-18 12:30:00 UTC,+541
2012-04-18 13:00:00 UTC,+494
2012-04-18 13:30:00 UTC,+663
2012-04-18 14:00:00 UTC,+444
2012-04-18 14:30:00 UTC,+346
2012-04-18 15:00:00 UTC,+513
2012-04-18 15:30:00 UTC,+1157
2012-04-18 16:00:00 UTC,+925
2012-04-18 16:30:00 UTC,+664
2012-04-18 17:00:00 UTC,+609
2012-04-18 17:30:00 UTC,+869
2012-04-18 18:00:00 UTC,+958
2012-04-18 18:30:00 UTC,+916
2012-04-18 19:00:00 UTC,+728
2012-04-18 19:30:00 UTC,+738
2012-04-18 20:00:00 UTC,+707
2012-04-18 20:30:00 UTC,+780
2012-04-18 21:00:00 UTC,+688
2012-04-18 21:30:00 UTC,+552
2012-04-18 22:00:00 UTC,+510
2012-04-18 22:30:00 UTC,+449
2012-04-18 23:00:00 UTC,+353
2012-04-18 23:30:00 UTC,+241
2012-04-19 00:00:00 UTC,+184
2012-04-19 00:30:00 UTC,+220
2012-04-19 01:00:00 UTC,+174
2012-04-19 01:30:00 UTC,+232
2012-04-19 02:00:00 UTC,+211
2012-04-19 02:30:00 UTC,+198
2012-04-19 03:00:00 UTC,+236
2012-04-19 03:30:00 UTC,+176
2012-04-19 04:00:00 UTC,+211
2012-04-19 04:30:00 UTC,+231
2012-04-19 05:00:00 UTC,+498
2012-04-19 05:30:00 UTC,+359
2012-04-19 06:00:00 UTC,+534
2012-04-19 06:30:00 UTC,+311
2012-04-19 07:00:00 UTC,+477
2012-04-19 07:30:00 UTC,+448
2012-04-19 08:00:00 UTC,+370
2012-04-19 08:30:00 UTC,+451
2012-04-19 09:00:00 UTC,+381
2012-04-19 09:30:00 UTC,+597
2012-04-19 10:00:00 UTC,+600
2012-04-19 10:30:00 UTC,+495
2012-04-19 11:00:00 UTC,+386
2012-04-19 11:30:00 UTC,+223
2012-04-19 12:00:00 UTC,+253
2012-04-19 12:30:00 UTC,+275
2012-04-19 13:00:00 UTC,+457
2012-04-19 13:30:00 UTC,+487
2012-04-19 14:00:00 UTC,+570
2012-04-19 14:30:00 UTC,+391
2012-04-19 15:00:00 UTC,+547
2012-04-19 15:30:00 UTC,+547
2012-04-19 16:00:00 UTC,+420
2012-04-19 16:30:00 UTC,+1633
2012-04-19 17:00:00 UTC,+588
2012-04-19 17:30:00 UTC,+694
2012-04-19 18:00:00 UTC,+582
2012-04-19 18:30:00 UTC,+664
2012-04-19 19:00:00 UTC,+665
2012-04-19 19:30:00 UTC,+672
2012-04-19 20:00:00 UTC,+780
2012-04-19 20:30:00 UTC,+1319
2012-04-19 21:00:00 UTC,+662
2012-04-19 21:30:00 UTC,+1018
2012-04-19 22:00:00 UTC,+742
2012-04-19 22:30:00 UTC,+677
2012-04-19 23:00:00 UTC,+327
2012-04-19 23:30:00 UTC,+265
2012-04-20 00:00:00 UTC,+197
2012-04-20 00:30:00 UTC,+172
2012-04-20 01:00:00 UTC,+174
2012-04-20 01:30:00 UTC,+149
2012-04-20 02:00:00 UTC,+215
2012-04-20 02:30:00 UTC,+174
2012-04-20 03:00:00 UTC,+234
2012-04-20 03:30:00 UTC,+194
2012-04-20 04:00:00 UTC,+222
2012-04-20 04:30:00 UTC,+361
2012-04-20 05:00:00 UTC,+736
2012-04-20 05:30:00 UTC,+572
2012-04-20 06:00:00 UTC,+475
2012-04-20 06:30:00 UTC,+390
2012-04-20 07:00:00 UTC,+334
2012-04-20 07:30:00 UTC,+561
2012-04-20 08:00:00 UTC,+275
2012-04-20 08:30:00 UTC,+740
2012-04-20 09:00:00 UTC,+313
2012-04-20 09:30:00 UTC,+424
2012-04-20 10:00:00 UTC,+510
2012-04-20 10:30:00 UTC,+374
2012-04-20 11:00:00 UTC,+327
2012-04-20 11:30:00 UTC,+865
2012-04-20 12:00:00 UTC,+1716
2012-04-20 12:30:00 UTC,+1327
2012-04-20 13:00:00 UTC,+584
2012-04-20 13:30:00 UTC,+475
2012-04-20 14:00:00 UTC,+771
2012-04-20 14:30:00 UTC,+698
2012-04-20 15:00:00 UTC,+467
2012-04-20 15:30:00 UTC,+320
2012-04-20 16:00:00 UTC,+719
2012-04-20 16:30:00 UTC,+423
2012-04-20 17:00:00 UTC,+418
2012-04-20 17:30:00 UTC,+671
2012-04-20 18:00:00 UTC,+494
2012-04-20 18:30:00 UTC,+499
2012-04-20 19:00:00 UTC,+449
2012-04-20 19:30:00 UTC,+766
2012-04-20 20:00:00 UTC,+1311
2012-04-20 20:30:00 UTC,+634
2012-04-20 21:00:00 UTC,+570
2012-04-20 21:30:00 UTC,+501
2012-04-20 22:00:00 UTC,+525
2012-04-20 22:30:00 UTC,+413
2012-04-20 23:00:00 UTC,+427
2012-04-20 23:30:00 UTC,+274
2012-04-21 00:00:00 UTC,+219
2012-04-21 00:30:00 UTC,+153
2012-04-21 01:00:00 UTC,+198
2012-04-21 01:30:00 UTC,+156
2012-04-21 02:00:00 UTC,+215
2012-04-21 02:30:00 UTC,+244
2012-04-21 03:00:00 UTC,+224
2012-04-21 03:30:00 UTC,+238
2012-04-21 04:00:00 UTC,+239
2012-04-21 04:30:00 UTC,+211
2012-04-21 05:00:00 UTC,+392
2012-04-21 05:30:00 UTC,+324
2012-04-21 06:00:00 UTC,+263
2012-04-21 06:30:00 UTC,+724
2012-04-21 07:00:00 UTC,+235
2012-04-21 07:30:00 UTC,+242
2012-04-21 08:00:00 UTC,+619
2012-04-21 08:30:00 UTC,+204
2012-04-21 09:00:00 UTC,+262
2012-04-21 09:30:00 UTC,+498
2012-04-21 10:00:00 UTC,+565
2012-04-21 10:30:00 UTC,+415
2012-04-21 11:00:00 UTC,+335
2012-04-21 11:30:00 UTC,+343
2012-04-21 12:00:00 UTC,+415
2012-04-21 12:30:00 UTC,+335
2012-04-21 13:00:00 UTC,+417
2012-04-21 13:30:00 UTC,+440
2012-04-21 14:00:00 UTC,+614
2012-04-21 14:30:00 UTC,+499
2012-04-21 15:00:00 UTC,+397
2012-04-21 15:30:00 UTC,+360
2012-04-21 16:00:00 UTC,+446
2012-04-21 16:30:00 UTC,+507
2012-04-21 17:00:00 UTC,+497
2012-04-21 17:30:00 UTC,+956
2012-04-21 18:00:00 UTC,+871
2012-04-21 18:30:00 UTC,+522
2012-04-21 19:00:00 UTC,+535
2012-04-21 19:30:00 UTC,+564
2012-04-21 20:00:00 UTC,+772
2012-04-21 20:30:00 UTC,+569
2012-04-21 21:00:00 UTC,+534
2012-04-21 21:30:00 UTC,+695
2012-04-21 22:00:00 UTC,+611
2012-04-21 22:30:00 UTC,+624
2012-04-21 23:00:00 UTC,+515
2012-04-21 23:30:00 UTC,+377
2012-04-22 00:00:00 UTC,+194
2012-04-22 00:30:00 UTC,+135
2012-04-22 01:00:00 UTC,+180
2012-04-22 01:30:00 UTC,+119
2012-04-22 02:00:00 UTC,+207
2012-04-22 02:30:00 UTC,+209
2012-04-22 03:00:00 UTC,+176
2012-04-22 03:30:00 UTC,+260
2012-04-22 04:00:00 UTC,+169
2012-04-22 04:30:00 UTC,+256
2012-04-22 05:00:00 UTC,+265
2012-04-22 05:30:00 UTC,+288
2012-04-22 06:00:00 UTC,+666
2012-04-22 06:30:00 UTC,+579
